MaterialName,Category,AdditionalNotes,Quantity,NVL,BEN,PercentComplete,Fixture,AssetNumber,BEN4LPR,CurrentState,IndividuallyAssigned,LamPartNumber,LaptopAssignedBEDShift,LaptopAssignedBENShift,LaptopAssignedFEDShift,LaptopAssignedFENShift,LaptopAssignedMF,LaptopDepartment,RecordIDNumber,SerialNumber
H2 Cartridge #2,Other (Please describe),issued and never returned,0,,,,0,,,Missing/Lost,0,,,,,,,,862,
H2 Cartridge #3,Other (Please describe),issued to tool and never returned,0,,,,0,,,Missing/Lost,0,,,,,,,,863,
H2 Cartridge #4,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1478,
H2 Cartridge #5,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1479,
H2 Cartridge #6,Other (Please describe),found on formally Jason's desk danaged beyond simple repair. -Discarded,0,,,,0,,,Retired/Out of Service,0,,,,,,,,1527,
H2 Cartridge #7,Other (Please describe),,0,,,,0,,,Unavailable to Loan,0,,,,,,,,1528,
H2 Sensor RKI Kit,Other (Please describe),"This is used on the VPM, Sabre has other kits as well. 
Location (7D3)
",1,,,,0,,,Available to Loan,0,857-268188-001,,,,,,,1287,
Handler Fixtures (Large White Box),Other (Please describe),,0,,194315TF,0A,0,,194315TF,Unavailable to Loan,0,,,,,,,,1164,
Hasting Gauge,Tools- Gauges & Levels,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,940,
"HD-15 (5/13, 6/14, 7/15)",Other (Please describe),,7,,,,0,,,Available to Loan,0,,,,,,,,2081,
"HD-15 (6/7, 9/10, 12/13)",Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2080,
"HD-26 (1/9, 2/10)",Other (Please describe),,3,,,,0,,,Available to Loan,0,,,,,,,,2084,
"HD-26 (8/20, 9/21, 10/22, 13/25)",Other (Please describe),,3,,,,0,,,Available to Loan,0,,,,,,,,2079,
HD-26 VXL Abatement Jumper,Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2076,
Headless 163 in/lbs,Tools- Torque Wrench,,0,,2092001B,60P,0,,2092001B,Unavailable to Loan,0,,,,,,,,1140,
"Helium Gun, Barbed Fitting, Infinicon",Other (Please describe),,16,,,,0,,,Available to Loan,0,,,,,,,,2190,
Hood Backshell MISC,Cables (Provide part number),,8,,,,0,,,Unavailable to Loan,0,,,,,,,,1696,
Hood Backshell W/Latch,Cables (Provide part number),,14,,,,0,,,Available to Loan,0,39-443964-000,,,,,,,1694,
"Hood Backshell, no latch",Cables (Provide part number),,2,,,,0,,,Available to Loan,0,39-279494-00,,,,,,,1695,
HVM-L-Lead-Ergo001,SWIC Cart,duel monitor HVM lead 001 at L,1,,,,0,,,Cleanroom Item,0,,,,,,,Assembly,1622,"Dock numberc:5913
Dock Key number:8b91
Cable Key X72910
"
HVM-UTILITY01,SWIC Cart,"K-Key: ?
Dock Key: 3A88
This is at Javelin Storage",0,,,,0,,,On Loan Offsite,0,,,,,,,,133,Chase: 116636-1614-1864014
HVMERGO-001,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,855,
HVMERGO-100,SWIC Cart,"This will live in Building L, built for tool owners but is universally set up",1,,,,0,,,Cleanroom Item,0,,,,,,,,1250,"ergo serial#1322698-0054
monitor#1 6CM92214XC
Monitor#2 6CM70621Z3
ThinkpadSN up7018ps


"
HVMERGO-11,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,839,
HVMERGO-12,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,850,
HVMERGO-26,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,856,
HVMERGO-300,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,836,
HVMERGO-301,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,837,
HVMERGO-303,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,841,
HVMERGO-304,SWIC Cart,Disassembled.,0,,,,0,,,Retired/Out of Service,0,,,,,,,,844,
HVMERGO-306,SWIC Cart,"Dock key A1636

This is at Bldg L",1,,,,0,,,Cleanroom Item,0,,,,,,,,848,"Ergo SN 1333064-0075
Monitor#1 SN 6CM907070V
Monitor#2 SN  6CM90707RD
"
HVMERGO-307,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,849,
HVMERGO-308,SWIC Cart,,0,,,,0,,,Retired/Out of Service,0,,,,,,,,851,Disassembled.
HVMERGO-310,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,852,
HVMERGO-311,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,853,
HVMERGO-312,SWIC Cart,"Dock Number- C4073
K-Key- X86284
Dock Key- 8A07

Building L Ergo",1,,,,0,,,Cleanroom Item,0,,,,,,,,2227,
HVMERGO-313,SWIC Cart,"Dock Number- C4348
Dock Key- 8A34
Cable Key- L65291

Building L Ergo",1,,,,0,,,Cleanroom Item,0,,,,,,,,2226,
HVMERGO-314,SWIC Cart,"Dock Key: 3B39
Cable Lock: L55641",1,,,,0,,,Available to Loan,0,,,,,,,,2311,
HVMERGO-315,SWIC Cart,"Dock Key: 3B79
Cable Lock: L58255",1,,,,0,,,Available to Loan,0,,,,,,,,2312,
HVMERGO-316,SWIC Cart,"Dock Key: 8B13
Cable Lock: L68299",1,,,,0,,,Available to Loan,0,,,,,,,,2313,
HVMERGO-40,SWIC Cart,,0,,,,0,,,On Loan Offsite,0,,,,,,,,847,
HVMERGO-52,SWIC Cart,,0,,,,0,,,In DOS for Repair,0,,,,,,,,840,
HVMERGO-57,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,846,
HVMERGO-8,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,845,
HVMERGO-87,SWIC Cart,,0,,,,0,,,On Loan Offsite,0,,,,,,,,843,
HVMERGO-92,SWIC Cart,This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,854,
HVMERGO-97,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,842,
Index Hub SF6,Tools- Gauges & Levels,backup item for floor located row 5 section  K Shelf 2,,,,,1,,,Available to Loan,0,715-311966-001,,,,,,,1263,
Inficon Sniffer,Other (Please describe),,1,,,,0,,,Available to Loan,0,,,,,,,,2153,
Inficon Sniffer Probe #1,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,357,
Inficon Sniffer Probe #2,Leak Checker,,,,2229641C,99P,0,,2229641C,Unavailable to Loan,0,,,,,,,,325,
Inficon Sniffer Probe #3,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,814,
Inficon Sniffer Probe #4,Leak Checker,,0,,2201521A,99T,0,,2201521A,Unavailable to Loan,0,,,,,,,,326,
Inficon Sniffer Probe #5,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,350,90001242248
JavelinPallet001 (Plugout Lockout Devices),Other (Please describe),This is a pallet that is at Javelin storage. It contains 143 of the plugout lockout yellow loto devices. ,0,,,,0,,,On Loan Offsite,0,,,,,,,,1620,
L-38,SWIC-Supported GIS Laptop,,1,,,,0,A204989,,Cleanroom Item,0,,Traci Tafelmeyer <62359947.bsxz>,,,,,,1497,PC0GDYH6
LC1,Leak Checker,UL3000,0,,2206261B,97T,0,,2206261B,Unavailable to Loan,0,,,,,,,,1051,
LC10,Leak Checker,Filter service completed.,0,,2059631B,CRT,0,,2059631B,Unavailable to Loan,0,,,,,,,,965,
LC11,Leak Checker,Fore Pump Expired.,0,,,,0,,,In DOS for Repair,0,,,,,,,,1054,
LC14,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,953,
LC15,Leak Checker,"(PILOT) Leak Checker - GOOD

Last Pumped Down to 1 x 10 E10 - (6/28/19)",,,,,0,,,Available to Loan,0,,,,,,,,1055,
LC16,Leak Checker,UL5000,0,,2231681B,93T,0,,2231681B,Unavailable to Loan,0,,,,,,,,1623,
LC17,Leak Checker,"No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
",0,,2211391A,GT,0,,2211391A,Unavailable to Loan,0,,,,,,,,1057,
LC18,Leak Checker,Loud grinding noise.,0,,2135561C,CRT,0,,2135561C,Unavailable to Loan,0,,,,,,,,1058,
LC19,Leak Checker,,0,,2082401A,CRT,0,,2082401A,Unavailable to Loan,0,,,,,,,,941,
LC2,Leak Checker,,0,,1983381D,CRT,0,,1983381D,In DOS for Repair,0,,,,,,,,1052,
LC20,Leak Checker,"**Exhaust Filter Service Due**

No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
",0,,,,0,,,In DOS for Repair,0,,,,,,,,1053,
LC21,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,366,
LC26,Leak Checker,"No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
",0,,2118852B,95P,0,,2118852B,Unavailable to Loan,0,,,,,,,,813,
LC5,Leak Checker,"Amber's Project
GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)",1,,2000391B,CRT,0,,2000391B,Cleanroom Item,0,,,,,,,,371,
LC6,Leak Checker,TMP Error.,0,,,,0,,,In DOS for Repair,0,,,,,,,,1056,
LC7,Leak Checker,,,,,,0,,,Available to Loan,0,,,,,,,,365,
LC9,Leak Checker,,0,,2206261C,95T,0,,2206261C,Unavailable to Loan,0,,,,,,,,929,
LCAT #1,SWIC Spare Device,Location: 7H3,1,,,,0,,,Available to Loan,0,,,,,,,,1183,
LCAT #2,SWIC Spare Device,Location 7H3,1,,,,0,,,Available to Loan,0,,,,,,,,1184,
Lift Pin Alignment Fixture PN 853-296380-002,Tools- Hand Tools (Non-Calibrated),"One is available in the Supply Pro Cabinet, this should be a backup ",,,,,0,,,Available to Loan,0,,,,,,,,1084,
Lift Pin Depth Gauge Kit #1,Lift Pin Set,,1,"NVL-21262, NVL-18554, NVL-18573",,,1,,,Available to Loan,0,,,,,,,,272,"NVL-21262, NVL-18554, NVL-18573; 21266 subbed for 18362 and 21262 subbed for 18311 for cal purposes"
Lift Pin Depth Gauge Kit #2,Lift Pin Set,,1,"NVL-20916, NVL-20592, NVL-20917",,,0,,,Available to Loan,0,,,,,,,,273,"NVL-20916, NVL-20920, NVL-20917; 21263 subbed for 20591 and 21265 subbed for 18553 for calibration purposes"
Lift Pin Depth Gauge Kit #3 (Pilot),Lift Pin Set,This has been assigned to building L for pilot to use while they have the clean room over there.,0,"NVL-17942, NVL-20732, NVL20731",,,0,,,On Loan Offsite,0,,,,,,,,902,
Lift Pin Depth Gauge Kit #4,Lift Pin Set,"Location: Assigned to Building L

pulled gauge for calibration 
currently every gauge is in calibration.
NVL-20592 DL0757 and nvl-20735 are in case",1,"NVL-20727, NVL-20735, NVL-18553",,,0,,,Cleanroom Item,0,,,,,,,,945,
Lift Pin Depth Gauge Kit #5,Lift Pin Set,,1,"NVL-20591, NVL-21265, NVL-18362",,,0,,,Available to Loan,0,,,,,,,,1389,"NVL-21263, NVL-21265, NVL-21262"
Lift Pin Motor Break Release Kit #1,Lift Pin Set,,0,,,,1,,,Unavailable to Loan,0,,,,,,,,1304,
Lift Pin Motor Break Release Kit #2,Lift Pin Set,,0,,2209471A,78T,1,,2209471A,Unavailable to Loan,0,,,,,,,,1305,
Lift Pin Motor Break Release Kit #3,Lift Pin Set,Assigned to Building L,0,,2225361C,GT,1,,2225361C,Unavailable to Loan,0,,,,,,,,1306,
Lift Ring Leveling Kit #1 (HVM) - Sub-Assembly,Lift Pin Set,,1,"NVL-13477, NVL-20481, NVL-20485",,,0,,,Available to Loan,0,,,,,,,,1127,
Lift Ring Leveling Kit #2 (HVM) - Building L,Lift Pin Set,Assigned to Building L,1,"NVL-17656, NVL-20019, NVL-17655",,,0,,,Cleanroom Item,0,,,,,,,,1280,"NVL-17652
NVL-17654
NVL-17656"
Lift Ring Leveling Kit (VPM) - TPL1,Lift Pin Set,,0,"NVL-20312, NVL-20314, NVL-20315",ON-HOLD_01,,0,,ON-HOLD_01,Unavailable to Loan,0,,,,,,,,1126,
Lift Ring Leveling Set #1,Lift Pin Set,,0,"NVL-20480, NVL-20483, NVL-20484",,,0,,,Unavailable to Loan,0,,,,,,,,274,
Light Meter #1,Tools- Meters & Pendants,,1,NVL-21092,,,0,,,Available to Loan,0,,,,,,,,1273,S#11177
Light Meter #2,Tools- Meters & Pendants,,1,NVL-21093,,,0,,,Available to Loan,0,,,,,,,,1274,S#11178
Loaner Heat Gun #1,Other (Please describe),"Location 7C3
In case with removable power cable",1,,,,0,,,Available to Loan,0,,,,,,,,819,
Loaner RF Gen Rack #0,Other (Please describe),"Used on AHM H mods with shortages (needs be confirmed with Ben Dostert before use)
Comes with grey kit with supply and return extensions and with a HF coax cable.",,,,,0,,,Available to Loan,0,,,,,,,,1588,
Loaner RF Gen Rack #1,Other (Please describe),"Used on AHM HCE PTK tools
Comes with grey kit with supply and return extensions and with a HF coax cable.",,,,,0,,,Available to Loan,0,,,,,,,,1587,
Loaner RF Gen Rack #2,Other (Please describe),"Used on AHM HCE PTK tools
Comes with grey kit with supply and return extensions and with a HF coax cable.",,,,,0,,,Available to Loan,0,,,,,,,,1586,
LPBC1,Other (Please describe),,0,,1997081C,62T,0,,1997081C,Unavailable to Loan,0,,,,,,,,1143,
LPBC2,Other (Please describe),,,,2225141A,60P,0,,2225141A,Unavailable to Loan,0,,,,,,,,369,
LPBC3,Other (Please describe),Used for the AHM H mods,1,,,,0,LPBC3,,Available to Loan,0,,,,,,,,1564,
LPBC5,Other (Please describe),,,,,,0,,,Available to Loan,0,,,,,,,,1624,
"Male Elbow, 1-1/4"" tube x 1-1/4"" male pipe",Other (Please describe),MFG# SS-2000-2-20,,,,,0,,,Available to Loan,0,,,,,,,,2243,
Mini-hinged Harting Frame,Cables (Provide part number),,12,,,,0,,,Unavailable to Loan,0,,,,,,,,1697,
MS3106A24-2P,Other (Please describe),7P Receptacle,3,,,,0,,,Available to Loan,0,MFG# MS3106A24-2P,,,,,,,1954,
MS3108A24-2SRES,Other (Please describe),7P Female Receptacle,3,,,,0,,,Available to Loan,0,MFG# MS3108A24-2SRES,,,,,,,1953,
Multimeter,Tools- Meters & Pendants,,0,,2198971B,60P,0,,2198971B,Unavailable to Loan,0,,,,,,,,1132,
Multimeter 2,Tools- Meters & Pendants,,0,,2159801A,72T,0,,2159801A,Unavailable to Loan,0,,,,,,,,1134,
Null Cable,Cables (Provide part number),,,,,,0,,,Available to Loan,0,,,,,,,,1113,
Nut Cutter,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,1270,
Old-34N,SWIC-Supported GIS Laptop,T440,0,,,,0,A202511,,Retired/Out of Service,0,,,,,,,Final Test,398,
Omega Meter,Tools- Meters & Pendants,,0,,1982891A,CRT,0,,1982891A,Unavailable to Loan,0,,,,,,,,1050,
PC Cable Check Pro,Other (Please describe),,1,,,,0,,,Unavailable to Loan,0,,,,,,,,2158,
PCFSERGO-1,SWIC Cart,,0,,,,0,,,On Loan Offsite,0,,,,,,,,858,
PE3340LF12,Cables (Provide part number),RF Cable,6,,,,0,,,Available to Loan,0,,,,,,,,2162,
PE9194,Other (Please describe),"Connector, Coax, RF Adapter",2,,,,0,,,Available to Loan,0,,,,,,,,2147,
PE9559,Other (Please describe),7/16 DIN Female to HN Male,1,,,,0,,,Available to Loan,0,,,,,,,,2184,
Ped Heater Box Jumper,Other (Please describe),,0,,2206261B,97T,0,,2206261B,Unavailable to Loan,0,,,,,,,,951,
PED Home Position Fixture (PHF2),Lift Pin Set,"The fixture is going to Bldg L for future use. 3 ea. Digimatilc Indicators NVL#'s 18166, 20016, 20505 where pulled and placed in DOS Cage / Stored
",,"NVL- 20016, NVL-20505, NVL-18166",,,1,,,Available to Loan,0,515-155419-002,,,,,,,1165,
Phase Checker #1,Tools- Meters & Pendants,,,NVL-20477,,,1,,,Available to Loan,0,,,,,,,,1026,
Phase checker #2,Tools- Meters & Pendants,,,NCL-20400,,,1,,,Available to Loan,0,,,,,,,,1115,
Pilot Door Interlock Magnet,Other (Please describe),,6,,,,0,,,Available to Loan,0,,,,,,,,2130,
PILOT_ECATGBE1,GBE,,,,,,0,,,Available to Loan,0,857-326635-001,,,,,,,1359,
PILOT_ECATGBE2,GBE,,,,,,0,,,Available to Loan,0,857-326635-001,,,,,,,1360,
Pin Extractors,Tools- Hand Tools (Non-Calibrated),Pin Extractor,,,,,0,,,Available to Loan,0,,,,,,,,999,
Plastic feeler gauge,Tools- Gauges & Levels,,0,,2126131A,CRT,0,,2126131A,Unavailable to Loan,0,,,,,,,,1093,
Power Supply 50W,Other (Please describe),For charging station in BLDG L,18,,,,0,,,Available to Loan,0,,,,,,,,2249,
Pre-Ship 02,SWIC Cart,"Dock Number: B1543
Cable-Key: XG3875",1,,,,0,,,Cleanroom Item,0,,,,,,,,1738,
Preship-01,SWIC-Supported GIS Laptop,T460 - Pre-Ship,0,,,,0,A3000002,,Cleanroom Item,0,,Torey Nelson <62299584.ravq>,Caleb Buck <62615089.d6m3>,Edwin Hernandez <62454557.3u7j>,Sean Heimforth <62841317.dbjj>,,Assembly,445,
Preship-02,SWIC-Supported GIS Laptop,T460,1,,,,0,A205771,,Cleanroom Item,0,,,,,,,Assembly,1490,PC0JWCRN
Preship-03,SWIC-Supported GIS Laptop,T460,0,,,,0,A3000015,,Cleanroom Item,1,,Justin Cochran <60429283.caw8>,Zac Cota <63213915.xi3i>,Lucian Gregg <63329144.bt57>,,,Final Test,627,
PSSERGO-2,SWIC Cart,PSS ERGO-01 This is at Javelin Storage,0,,,,0,,,On Loan Offsite,0,,,,,,,,857,
Rework Cutter #1,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1172,
Rework Cutter #2,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1173,
Rework Cutter #3,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1174,
Rework Cutter #4,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1175,
Rework File Kit 16PK,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1252,
REWORK TOOL KIT #1,Tools- Hand Tools (Non-Calibrated),,1,"NVL-12295, NVL-17442, NVL-18257, NVL-18120, NVL-18283, NVL-18388",,,0,,,Available to Loan,0,,,,,,,,947,"NVL-12295, NVL-17442, NVL-18257, NVL-18120, NVL-18283, NVL-12650"
REWORK TOOL KIT #2,Tools- Hand Tools (Non-Calibrated),,1,"NVL-18370, NVL-17823, NVL-17413, NVL-18299, NVL-17028, NVL-17168",,,0,,,Available to Loan,0,,,,,,,,950,"NVL-18370, NVL-17823, NVL-17413, NVL-18299, NVL-17028, NVL-17168"
REWORK TOOL KIT #3,Tools- Hand Tools (Non-Calibrated),,1,"NVL-18490, NVL-17819, NVL-11357,  NVL-12652,  NVL-17800, NVL-193",,,0,,,Available to Loan,0,,,,,,,,948,"NVL-17092, NVL-17819, NVL-11357,  NVL-12652,  NVL-17800, NVL-193"
REWORK TOOL KIT #4,Tools- Hand Tools (Non-Calibrated),,0,"NVL-17898, NVL-17627, NVL-11353, NVL-12763, NVL-12205, NVL-17808",,,0,,,Unavailable to Loan,0,,,,,,,,946,"NVL-17898, NVL-17940, NVL-11353, NVL-12763, NVL-12205, NVL-17808"
REWORK TOOL KIT #5,Tools- Hand Tools (Non-Calibrated),,0,"NVL-11295, NVL-12650, NVL-18011, NVL-12652, NVL-17159, NVL-17340",,,0,,,Unavailable to Loan,0,,,,,,,,949,"NVL-18393, NVL-18388, NVL-18011, NVL-18113, NVL-17159, nvl-18251"
RF Side Cart Ground Wire,Other (Please describe),,8,,,,0,,,Available to Loan,0,,,,,,,,2225,
SBC0302,SWIC Spare Device,,0,,2102411C,96T,0,,2102411C,Unavailable to Loan,0,853-172404-101,,,,,,,362,1040981-3417-64340302
SBC0970,SWIC Spare Device,Prototype,1,,,,0,,,Available to Loan,0,853-172404-101,,,,,,,361,63300970
SBC2540,SWIC Spare Device,,1,,,,0,,,Available to Loan,0,853-172404-101,,,,,,,363,1040981-0316-63752540
SBC7119,SWIC Spare Device,,1,,,,0,,,Available to Loan,0,853-172404-101,,,,,,,364,1040981-4717-64427119
SBC9778,SWIC Spare Device,,1,,,,0,,,Available to Loan,0,853-172404-101,,,,,,,360,1040981-4917-64439778
SBR VPM GBE Cable Kit,Cables (Provide part number),"QTY 1: of 853-194867-001/B
VPM MFC Signal Cable
VPM Pneumatic Signal Cable",1,,,,0,,,Available to Loan,0,,,,,,,,2228,
Scanstation1,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,903,monitor SN 6CM70119R9   ergo SN 1314911-0036 key: scanstation1
Scanstation2,SWIC Cart,Has been removed from Ergo and installed to the wall. Key still the same ( key: Scanstation2) .. ErgoCart returned to SWIC cage  (monitor SN: 6CM726027T   ERGO SN: 1299786-0032 ),1,,,,0,,,Cleanroom Item,0,,,,,,,,904, key: Scanstation2
Scanstation3,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,905,monitor SN:6CM6500NBS    ERGO SN:1327789-0029  key:scanstation3
Scanstation4,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,906,monitor SN: 6CM70621CR    ERGO SN:  1307113-0057  key:scanstation4
Scanstation5,SWIC Cart,,1,,,,0,,,Cleanroom Item,0,,,,,,,,907,monitor sn: 6CM62700DW  ergo sn: 1311257-0142  key:Scanstation5
Scanstation6,SWIC Cart,"Dock key: b1793
 key:scanstation6

Sent to L temporarily  for pilot MFE",0,,,,0,,,Unavailable to Loan,0,,,,,,,,908,"monitor SN:3CQ4131HGW  ergo sn: 1308394-0070   
monitor2 SN# 6CM90707R8
"
SD1100-00,Other (Please describe),Bluetooth Power Adapter,11,,,,0,,,Available to Loan,0,,,,,,,,2164,
Sho-Ped Cover #1 - CSVXT1,Other (Please describe),,,,,,1,,,Available to Loan,0,,,,,,,,1278,
Sho-Ped Cover #2 - CSVXT2,Other (Please describe),,,,,,1,,,Available to Loan,0,,,,,,,,933,
Sho-Ped Cover #3 - CSVXT3,Other (Please describe),,,,2223521B,98T,1,,2223521B,Unavailable to Loan,0,,,,,,,,1116,
short 5/32 ball tip,Tools- Hand Tools (Non-Calibrated),,,,,,0,,,Available to Loan,0,,,,,,,,1046,
Showerhead Scissor Lift - SHDH1,Other (Please describe),Location: 5K1,0,,2000311C,66T,1,SHDH1,2000311C,Unavailable to Loan,0,853-160631-001,,,,,,,1281,
SIF1,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,313,
SIF2,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,314,
SIF3,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,315,
SIF4,Spindle Fixture,,0,,,,1,,,Unavailable to Loan,0,857-325983-001,,,,,,,316,
SIF5,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,1484,
SIF6,Spindle Fixture,,0,,2188611B,49T,1,,2188611B,Unavailable to Loan,0,857-325983-001,,,,,,,1485,
SIF7,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,1486,
SIF8,Spindle Fixture,,1,,,,1,,,Available to Loan,0,857-325983-001,,,,,,,1487,
SK 01-01,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,864,
SK 01-02,Spindle Screw Kits,,0,,,,0,,,Missing/Lost,0,,,,,,,,1243,Missing during Audit on 1/11/22
SK 01-03,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,1667,
SK 01-04,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,865,
SK 01-05,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,1668,
SK 01-06,Spindle Screw Kits,,1,,2092111D,21T,0,,2092111D,Unavailable to Loan,0,,,,,,,,866,
SK 01-07,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,867,
SK 01-08,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,868,
SK 01-11,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,869,
SK 01-12,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,870,
SK 02-01,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,1166,
SK 02-02,Spindle Screw Kits,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,811,
SK 02-03,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,822,
SK 02-04,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,1008,
SK 02-05,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,367,
SK 02-06,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,871,
SK 02-08,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,860,
SK 02-09,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,873,
SK 02-10,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,874,
SK 02-11,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,875,
SK 02-12,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,876,
SK 02-13,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,358,
SK 02-14,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,877,
SK 02-15,Spindle Screw Kits,,0,,2158281A,90P,0,,2158281A,Unavailable to Loan,0,,,,,,,,878,
SK 02-16,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,879,
SK 02-17,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,880,
SK 02-18,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,881,
SK 02-19,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,359,
SK 02-20,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,882,
SK 02-21,Spindle Screw Kits,,0,,,,0,,,Unavailable to Loan,0,,,,,,,,883,
SK 02-22,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,884,
SK 02-23,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,885,
SK 02-24,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,1669,
SK 03-01,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,886,
SK 03-03,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,887,
SK 03-04,Spindle Screw Kits,Missing during audit on 1/11/22,0,,,,0,,,Missing/Lost,0,,,,,,,,888,
SK 03-05,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,889,
SK 03-06,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,890,
SK 03-07,Spindle Screw Kits,,0,,2135551B,95T,0,,2135551B,Unavailable to Loan,0,,,,,,,,891,
SK 03-08,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,892,
SK 03-09,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,893,
SK 03-10,Spindle Screw Kits,,1,,,,0,,,Available to Loan,0,,,,,,,,674,
